0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;32642;0;0;0;0;0;0;0;0;781;2687;3012;1222;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;781;0;0;0;0;0;0;0;0;108824;3313;0;0;0
0;0;2687;0;0;0;0;0;0;0;0;3313;320860;5229;0;0
0;0;3012;0;0;0;0;0;0;0;0;0;5229;324032;3911;0
0;0;1222;0;0;0;0;0;0;0;0;0;0;3911;129092;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
