0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;27968;0;0;0;0;0;0;0;118;1097;4014;1375;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;118;0;0;0;0;0;0;0;39622;746;0;0;0
0;0;0;1097;0;0;0;0;0;0;0;746;252804;2826;0;0
0;0;0;4014;0;0;0;0;0;0;0;0;2826;402354;2772;0
0;0;0;1375;0;0;0;0;0;0;0;0;0;2772;217140;657
0;0;0;0;0;0;0;0;0;0;0;0;0;0;657;25422
